[20210830,2678]
[20201230,1860]
[20201229,1856]
[20201228,1914]
[20201225,1909]
[20201224,1938]
[20201223,1929]
[20201222,1981]
[20201221,1959]
[20201218,1941]
[20201217,1907]
[20201216,1909]
[20201215,1885]
[20201214,1894]
[20201211,1922]
[20201210,1912]
[20201209,1910]
[20201208,1869]
[20201207,1824]
[20201204,1778]
[20201203,1783]
[20201202,1763]
[20201201,1749]
[20201130,1763]
[20201127,1765]
[20201126,1749]
[20201125,1758]
[20201124,1759]
[20201123,1794]
[20201120,1789]
[20201119,1766]
[20201118,1768]
[20201117,1763]
[20201116,1759]
[20201113,1739]
[20201112,1724]
[20201111,1705]
[20201110,1676]
[20201109,1674]
[20201106,1675]
[20201105,1646]
[20201104,1642]
[20201103,1657]
[20201102,1665]
[20201030,1650]
[20201029,1647]
[20201028,1669]
[20201027,1652]
[20201026,1625]
[20201023,1635]
[20201022,1622]
[20201021,1634]
[20201020,1627]
[20201019,1642]
[20201016,1643]
[20201015,1652]
[20201014,1668]
[20201013,1700]
[20201012,1687]
[20201009,1661]
[20200930,1647]
[20200929,1605]
[20200928,1609]
[20200925,1592]
[20200924,1593]
[20200923,1580]
[20200922,1565]
[20200921,1585]
[20200918,1584]
[20200917,1574]
[20200916,1571]
[20200915,1594]
[20200914,1644]
[20200911,1637]
[20200910,1666]
[20200909,1685]
[20200908,1674]
[20200907,1674]
[20200904,1706]
[20200903,1752]
[20200902,1746]
[20200901,1762]
[20200831,1762]
[20200828,1705]
[20200827,1656]
[20200826,1629]
[20200825,1685]
[20200824,1677]
[20200821,1745]
[20200820,1755]
[20200819,1769]
[20200818,1781]
[20200817,1759]
[20200814,1761]
[20200813,1742]
[20200812,1756]
[20200811,1728]
[20200810,1720]
[20200807,1702]
[20200806,1671]
[20200805,1639]
[20200804,1612]
[20200803,1565]
[20200731,1539]
[20200730,1512]
[20200729,1518]
[20200728,1519]
[20200727,1524]
[20200724,1518]
[20200723,1519]
[20200722,1550]
[20200721,1503]
[20200720,1489]
[20200717,1469]
[20200716,1453]
[20200715,1450]
[20200714,1450]
[20200713,1422]
[20200710,1398]
[20200709,1389]
[20200708,1387]
[20200707,1369]
[20200706,1357]
[20200703,1353]
[20200702,1353]
[20200701,1342]
[20200630,1332]
[20200629,1338]
[20200624,1326]
[20200623,1317]
[20200622,1313]
[20200619,1313]
[20200618,1308]
[20200617,1314]
[20200616,1313]
[20200615,1316]
[20200612,1316]
[20200611,1300]
[20200610,1286]
[20200609,1298]
[20200608,1299]
[20200605,1293]
[20200604,1300]
[20200603,1308]
[20200602,1304]
[20200601,1435]
[20200529,1429]
[20200528,1426]
[20200527,1431]
[20200526,1429]
[20200525,1395]
[20200522,1386]
[20200521,1384]
[20200520,1375]
[20200519,1380]
[20200518,1355]
[20200515,1357]
[20200514,1365]
[20200513,1362]
[20200512,1337]
[20200511,1333]
[20200508,1305]
[20200507,1293]
[20200506,1275]
[20200430,1271]
[20200429,1243]
[20200428,1245]
[20200427,1244]
[20200424,1234]
[20200423,1234]
[20200422,1232]
[20200421,1254]
[20200420,1273]
[20200417,1254]
[20200416,1241]
[20200415,1241]
[20200414,1211]
[20200413,1251]
[20200410,1247]
[20200409,1240]
[20200408,1237]
[20200407,1222]
[20200403,1263]
[20200402,1269]
[20200401,1290]
[20200331,1288]
[20200330,1285]
[20200327,1282]
[20200326,1297]
[20200325,1305]
[20200324,1301]
[20200323,1334]
[20200320,1334]
[20200319,1340]
[20200318,1354]
[20200317,1347]
[20200316,1359]
[20200313,1385]
[20200312,1385]
[20200311,1387]
[20200310,1385]
[20200309,1400]
[20200306,1394]
[20200305,1396]
[20200304,1404]
[20200303,1417]
[20200302,1420]
[20200228,1416]
[20200227,1425]
[20200226,1436]
[20200225,1442]
[20200224,1440]
[20200221,1436]
[20200220,1424]
[20200219,1413]
[20200218,1414]
[20200217,1411]
[20200214,1412]
[20200213,1431]
[20200212,1432]
[20200211,1435]
[20200210,1428]
[20200207,1421]
[20200206,1417]
[20200205,1396]
[20200204,1397]
[20200203,1422]
[20200123,1507]
[20200122,1505]
[20200121,1511]
[20200120,1512]
[20200117,1514]
[20200116,1512]
[20200115,1514]
[20200114,1496]
[20200113,1513]
[20200110,1512]
[20200109,1514]
[20200108,1517]
[20200107,1513]
[20200106,1513]
[20200103,1504]
[20200102,1492]
[20191231,1493]
[20191230,1491]
[20191227,1489]
[20191226,1475]
[20191225,1481]
[20191224,1476]
[20191223,1474]
[20191220,1478]
[20191219,1482]
[20191218,1476]
[20191217,1466]
[20191216,1468]
[20191213,1462]
[20191212,1468]
[20191211,1466]
[20191210,1464]
[20191209,1441]
[20191206,1418]
[20191205,1431]
[20191204,1427]
[20191203,1426]
[20191202,1422]
[20191129,1427]
[20191128,1422]
[20191127,1416]
[20191126,1411]
[20191125,1408]
[20191122,1403]
[20191121,1437]
[20191120,1437]
[20191119,1440]
[20191118,1446]
[20191115,1449]
[20191114,1442]
[20191113,1434]
[20191112,1436]
[20191111,1453]
[20191108,1447]
[20191107,1442]
[20191106,1451]
[20191105,1444]
[20191104,1451]
[20191101,1446]
[20191031,1439]
[20191030,1445]
[20191029,1450]
[20191028,1460]
[20191025,1467]
[20191024,1466]
[20191023,1463]
[20191022,1469]
[20191021,1442]
[20191018,1408]
[20191017,1408]
[20191016,1415]
[20191015,1411]
[20191014,1415]
[20191011,1404]
[20191010,1405]
[20191009,1409]
[20191008,1407]
[20190930,1409]
[20190927,1389]
[20190926,1376]
[20190925,1356]
[20190924,1392]
[20190923,1390]
[20190920,1396]
[20190919,1410]
[20190918,1411]
[20190917,1421]
[20190916,1417]
[20190912,1379]
[20190911,1382]
[20190910,1377]
[20190909,1373]
[20190906,1367]
[20190905,1371]
[20190904,1357]
[20190903,1352]
[20190902,1341]
[20190830,1341]
[20190829,1349]
[20190828,1343]
[20190827,1347]
[20190826,1361]
[20190823,1376]
[20190822,1381]
[20190821,1389]
[20190820,1388]
[20190819,1386]
[20190816,1390]
[20190815,1376]
[20190814,1365]
[20190813,1369]
[20190812,1357]
[20190809,1335]
[20190808,1342]
[20190807,1349]
[20190806,1343]
[20190805,1338]
[20190802,1335]
[20190801,1334]
[20190731,1338]
[20190730,1337]
[20190729,1355]
[20190726,1355]
[20190725,1349]
[20190724,1344]
[20190723,1339]
[20190722,1355]
[20190719,1352]
[20190718,1359]
[20190717,1354]
[20190716,1358]
[20190715,1344]
[20190712,1342]
[20190711,1342]
[20190710,1359]
[20190709,1355]
[20190708,1342]
[20190705,1344]
[20190704,1341]
[20190703,1360]
[20190702,1366]
[20190701,1353]
[20190628,1353]
[20190627,1363]
[20190626,1355]
[20190625,1347]
[20190624,1344]
[20190621,1344]
[20190620,1339]
[20190619,1325]
[20190618,1319]
[20190617,1321]
[20190614,1321]
[20190613,1315]
[20190612,1319]
[20190611,1287]
[20190610,1271]
[20190606,1245]
[20190605,1242]
[20190604,1245]
[20190603,1243]
[20190531,1248]
[20190530,1264]
[20190529,1255]
[20190528,1268]
[20190527,1278]
[20190524,1261]
[20190523,1283]
[20190522,1281]
[20190521,1272]
[20190520,1271]
[20190517,1268]
[20190516,1262]
[20190515,1245]
[20190514,1241]
[20190513,1232]
[20190510,1223]
[20190509,1219]
[20190508,1205]
[20190507,1210]
[20190506,1227]
[20190430,1222]
[20190429,1229]
[20190426,1228]
[20190425,1225]
[20190424,1228]
[20190423,1224]
[20190422,1220]
[20190419,1202]
[20190418,1207]
[20190417,1212]
[20190416,1205]
[20190415,1209]
[20190412,1231]
[20190411,1226]
[20190410,1208]
[20190409,1211]
[20190408,1210]
[20190404,1204]
[20190403,1208]
[20190402,1211]
[20190401,1208]
[20190329,1214]
[20190328,1211]
[20190327,1204]
[20190326,1203]
[20190325,1208]
[20190322,1208]
[20190321,1199]
[20190320,1188]
[20190319,1198]
[20190318,1213]
[20190315,1208]
[20190314,1202]
[20190313,1209]
[20190312,1206]
[20190311,1221]
[20190308,1222]
[20190307,1225]
[20190306,1224]
[20190305,1232]
[20190304,1247]
[20190301,1242]
[20190228,1275]
[20190227,1274]
[20190226,1269]
[20190225,1268]
[20190222,1270]
[20190221,1273]
[20190220,1270]
[20190219,1257]
[20190218,1243]
[20190215,1255]
[20190214,1265]
[20190213,1276]
[20190212,1294]
[20190211,1290]
[20190201,1283]
[20190131,1270]
[20190130,1266]
[20190129,1252]
[20190128,1264]
[20190125,1254]
[20190124,1248]
[20190123,1245]
[20190122,1257]
[20190121,1242]
[20190118,1220]
[20190117,1231]
[20190116,1231]
[20190115,1233]
[20190114,1238]
[20190111,1231]
[20190110,1223]
[20190109,1224]
[20190108,1231]
[20190107,1230]
[20190104,1223]
[20190103,1212]
[20190102,1210]
[20181228,1209]
[20181227,1208]
[20181226,1198]
[20181225,1199]
[20181224,1214]
[20181221,1219]
[20181220,1210]
[20181219,1213]
[20181218,1221]
[20181217,1217]
[20181214,1209]
[20181213,1196]
[20181212,1201]
[20181211,1222]
[20181210,1225]
[20181207,1217]
[20181206,1209]
[20181205,1207]
[20181204,1202]
[20181203,1204]
[20181130,1205]
[20181129,1205]
[20181128,1204]
[20181127,1195]
[20181126,1203]
[20181123,1208]
[20181122,1202]
[20181121,1191]
[20181120,1193]
[20181119,1189]
[20181116,1177]
[20181115,1164]
[20181114,1161]
[20181113,1166]
[20181112,1182]
[20181109,1195]
[20181108,1214]
[20181107,1212]
[20181106,1225]
[20181105,1230]
[20181102,1219]
[20181101,1225]
[20181031,1223]
[20181030,1219]
[20181029,1225]
[20181026,1218]
[20181025,1224]
[20181024,1218]
[20181023,1221]
[20181022,1214]
[20181019,1207]
[20181018,1219]
[20181017,1215]
[20181016,1218]
[20181015,1231]
[20181012,1225]
[20181011,1241]
[20181010,1241]
[20181009,1236]
[20181008,1225]
[20180928,1247]
[20180927,1265]
[20180926,1259]
[20180925,1260]
[20180921,1253]
[20180920,1257]
[20180919,1246]
[20180918,1245]
[20180917,1246]
[20180914,1247]
[20180913,1253]
[20180912,1248]
[20180911,1249]
[20180910,1248]
[20180907,1262]
[20180906,1273]
[20180905,1300]
[20180904,1311]
[20180903,1321]
[20180831,1334]
[20180830,1341]
[20180829,1343]
[20180828,1347]
[20180827,1349]
[20180824,1335]
[20180823,1330]
[20180822,1324]
[20180821,1319]
[20180820,1313]
[20180817,1303]
[20180816,1337]
[20180815,1345]
[20180814,1343]
[20180813,1322]
[20180810,1320]
[20180809,1310]
[20180808,1309]
[20180807,1312]
[20180806,1302]
[20180803,1323]
[20180802,1322]
[20180801,1316]
[20180731,1326]
[20180730,1320]
[20180727,1313]
[20180726,1321]
[20180725,1324]
[20180724,1320]
[20180723,1316]
[20180720,1310]
[20180719,1312]
[20180718,1316]
[20180717,1322]
[20180716,1322]
[20180713,1323]
[20180712,1315]
[20180711,1308]
[20180710,1307]
[20180709,1302]
[20180706,1299]
[20180705,1302]
[20180704,1301]
[20180703,1293]
[20180702,1293]
[20180629,1289]
[20180628,1278]
[20180627,1270]
[20180626,1286]
[20180625,1293]
[20180622,1300]
[20180621,1307]
[20180620,1302]
[20180619,1312]
[20180615,1302]
[20180614,1281]
[20180613,1298]
[20180612,1290]
[20180611,1293]
[20180608,1298]
[20180607,1294]
[20180606,1290]
[20180605,1286]
[20180604,1295]
[20180601,1286]
[20180531,1275]
[20180530,1269]
[20180529,1267]
[20180528,1257]
[20180525,1233]
[20180524,1234]
[20180523,1229]
[20180522,1230]
[20180521,1222]
[20180518,1214]
[20180517,1215]
[20180516,1220]
[20180515,1211]
[20180514,1205]
[20180511,1203]
[20180510,1201]
[20180509,1228]
[20180508,1231]
[20180507,1225]
[20180504,1232]
[20180503,1230]
[20180502,1224]
[20180427,1229]
[20180426,1229]
[20180425,1239]
[20180424,1240]
[20180423,1230]
[20180420,1232]
[20180419,1222]
[20180418,1210]
[20180417,1205]
[20180416,1218]
[20180413,1214]
[20180412,1203]
[20180411,1194]
[20180410,1189]
[20180409,1180]
[20180404,1186]
[20180403,1187]
[20180402,1207]
[20180330,1197]
[20180329,1172]
[20180328,1173]
[20180327,1183]
[20180326,1171]
[20180323,1179]
[20180322,1245]
[20180321,1245]
[20180320,1264]
[20180319,1263]
[20180316,1244]
[20180315,1253]
[20180314,1254]
[20180313,1257]
[20180312,1258]
[20180309,1249]
[20180308,1261]
[20180307,1266]
[20180306,1267]
[20180305,1278]
[20180302,1279]
[20180301,1276]
[20180228,1275]
[20180227,1271]
[20180226,1269]
[20180223,1255]
[20180222,1245]
[20180214,1241]
[20180213,1230]
[20180212,1236]
[20180209,1248]
[20180208,1264]
[20180207,1264]
[20180206,1271]
[20180205,1272]
[20180202,1262]
[20180201,1258]
[20180131,1274]
[20180130,1278]
[20180129,1276]
[20180126,1270]
[20180125,1259]
[20180124,1255]
[20180123,1250]
[20180122,1267]
[20180119,1274]
[20180118,1269]
[20180117,1258]
[20180116,1266]
[20180115,1277]
[20180112,1275]
[20180111,1288]
[20180110,1286]
[20180109,1291]
[20180108,1271]
[20180105,1256]
[20180104,1247]
[20180103,1247]
[20180102,1250]
[20171229,1260]
[20171228,1257]
[20171227,1269]
[20171226,1273]
[20171225,1290]
[20171222,1275]
[20171221,1267]
[20171220,1267]
[20171219,1267]
[20171218,1250]
[20171215,1231]
[20171214,1261]
[20171213,1255]
[20171212,1244]
[20171211,1248]
[20171208,1243]
[20171207,1277]
[20171206,1275]
[20171205,1279]
[20171204,1275]
[20171201,1242]
[20171130,1250]
[20171129,1243]
[20171128,1240]
[20171127,1256]
[20171124,1250]
[20171123,1259]
[20171122,1263]
[20171121,1273]
[20171120,1254]
[20171117,1226]
[20171116,1213]
[20171115,1209]
[20171114,1201]
[20171113,1200]
[20171110,1192]
[20171109,1176]
[20171108,1166]
[20171107,1160]
[20171106,1150]
[20171103,1148]
[20171102,1142]
[20171101,1137]
[20171031,1115]
[20171030,1116]
[20171027,1126]
[20171026,1132]
[20171025,1147]
[20171024,1152]
[20171023,1179]
[20171020,1167]
[20171019,1164]
[20171018,1162]
[20171017,1169]
[20171016,1160]
[20171013,1152]
[20171012,1147]
[20171011,1149]
[20171010,1128]
[20171009,1120]
[20170929,1116]
[20170928,1125]
[20170927,1124]
[20170926,1139]
[20170925,1123]
[20170922,1131]
[20170921,1137]
[20170920,1131]
[20170919,1139]
[20170918,1147]
[20170915,1185]
[20170914,1171]
[20170913,1174]
[20170912,1170]
[20170911,1162]
[20170908,1165]
[20170907,1179]
[20170906,1183]
[20170905,1178]
[20170904,1190]
[20170901,1203]
[20170831,1219]
[20170830,1211]
[20170829,1220]
[20170828,1219]
[20170825,1228]
[20170824,1217]
[20170823,1228]
[20170822,1227]
[20170821,1221]
[20170818,1215]
[20170817,1206]
[20170816,1182]
[20170815,1194]
[20170814,1193]
[20170811,1199]
[20170810,1202]
[20170809,1186]
[20170808,1162]
[20170807,1179]
[20170804,1188]
[20170803,1188]
[20170802,1191]
[20170801,1193]
[20170731,1182]
[20170728,1177]
[20170727,1174]
[20170726,1184]
[20170725,1187]
[20170724,1195]
[20170721,1193]
[20170720,1217]
[20170719,1187]
[20170718,1159]
[20170717,1151]
[20170714,1145]
[20170713,1136]
[20170712,1153]
[20170711,1154]
[20170710,1150]
[20170707,1149]
[20170706,1153]
[20170705,1145]
[20170704,1147]
[20170703,1146]
[20170630,1139]
[20170629,1112]
[20170628,1084]
[20170627,1076]
[20170626,1067]
[20170623,1061]
[20170622,1096]
[20170621,1095]
[20170620,1096]
[20170619,1119]
[20170616,1114]
[20170615,1112]
[20170614,1101]
[20170613,1098]
[20170612,1110]
[20170609,1105]
[20170608,1091]
[20170607,1091]
[20170606,1098]
[20170605,1103]
[20170602,1088]
[20170601,1092]
[20170531,1139]
[20170526,1138]
[20170525,1123]
[20170524,1128]
[20170523,1126]
[20170522,1122]
[20170519,1100]
[20170518,1066]
[20170517,1078]
[20170516,1079]
[20170515,1064]
[20170512,1070]
[20170511,1044]
[20170510,1036]
[20170509,1034]
[20170508,1035]
[20170505,1043]
[20170504,1085]
[20170503,1088]
[20170502,1085]
[20170428,1090]
[20170427,1072]
[20170426,1086]
[20170425,1096]
[20170424,1081]
[20170421,1069]
[20170420,1044]
[20170419,1018]
[20170418,1018]
[20170417,1027]
[20170414,1039]
[20170413,1034]
[20170412,1034]
[20170411,1075]
[20170410,1078]
[20170407,1069]
[20170406,1066]
[20170405,1077]
[20170331,1062]
[20170330,1048]
[20170329,1036]
[20170328,1008]
[20170327,993]
[20170324,990]
[20170323,984]
[20170322,1012]
[20170321,1009]
[20170320,1016]
[20170317,1023]
[20170316,1029]
[20170315,1020]
[20170314,1023]
[20170313,1001]
[20170310,1011]
[20170309,1027]
[20170308,1082]
[20170307,1082]
[20170306,1077]
[20170303,1087]
[20170302,1087]
[20170301,1083]
[20170228,1107]
[20170227,1110]
[20170224,1097]
[20170223,1113]
[20170222,1118]
[20170221,1135]
[20170220,1127]
[20170217,1141]
[20170216,1129]
[20170215,1135]
[20170214,1135]
[20170213,1128]
[20170210,1098]
[20170209,1078]
[20170208,1068]
[20170207,1055]
[20170206,1059]
[20170203,1082]
[20170126,1092]
[20170125,1073]
[20170124,1066]
[20170123,1066]
[20170120,1075]
[20170119,1064]
[20170118,1062]
[20170117,1075]
[20170116,1069]
[20170113,1045]
[20170112,1041]
[20170111,1047]
[20170110,1027]
[20170109,996]
[20170106,1000]
[20170105,997]
[20170104,986]
[20170103,1013]
[20161230,1026]
[20161229,1036]
[20161228,1032]
[20161227,1010]
[20161226,1020]
[20161223,1016]
[20161222,1044]
[20161221,1073]
[20161220,1071]
[20161219,1117]
[20161216,1126]
[20161215,1113]
[20161214,1115]
[20161213,1105]
[20161212,1084]
[20161209,1067]
[20161208,1037]
[20161207,1016]
[20161206,997]
[20161205,993]
[20161202,1008]
[20161201,1003]
[20161130,1017]
[20161129,1044]
[20161128,1040]
[20161125,1021]
[20161124,1033]
[20161123,1032]
[20161122,1007]
[20161121,977]
[20161118,987]
[20161117,992]
[20161116,985]
[20161115,998]
[20161114,1035]
[20161111,1034]
[20161110,999]
[20161109,1014]
[20161108,997]
[20161107,977]
[20161104,962]
[20161103,961]
[20161102,938]
[20161101,912]
[20161031,899]
[20161028,897]
[20161027,907]
[20161026,913]
[20161025,908]
[20161024,904]
[20161021,897]
[20161020,886]
[20161019,886]
[20161018,878]
[20161017,866]
[20161014,863]
[20161013,870]
[20161012,870]
[20161011,863]
[20161010,857]
[20160930,897]
[20160929,903]
[20160928,903]
[20160927,901]
[20160926,902]
[20160923,897]
[20160922,912]
[20160921,907]
[20160920,895]
[20160919,892]
[20160914,887]
[20160913,910]
[20160912,936]
[20160909,935]
[20160908,949]
[20160907,965]
[20160906,956]
[20160905,962]
[20160902,953]
[20160901,936]
[20160831,943]
[20160830,953]
[20160829,981]
[20160826,978]
[20160825,958]
[20160824,981]
[20160823,983]
[20160822,981]
[20160819,969]
[20160818,975]
[20160817,973]
[20160816,961]
[20160815,949]
[20160812,938]
[20160811,936]
[20160810,955]
[20160809,949]
[20160808,934]
[20160805,926]
[20160804,925]
[20160803,926]
[20160802,913]
[20160801,883]
[20160729,873]
[20160728,886]
[20160727,886]
[20160726,875]
[20160725,860]
[20160722,864]
[20160721,863]
[20160720,865]
[20160719,853]
[20160718,876]
[20160715,881]
[20160714,875]
[20160713,882]
[20160712,861]
[20160711,846]
[20160708,870]
[20160707,882]
[20160706,890]
[20160705,893]
[20160704,898]
[20160701,888]
[20160630,859]
[20160629,838]
[20160628,841]
[20160627,829]
[20160624,816]
[20160623,817]
[20160622,816]
[20160621,806]
[20160620,802]
[20160617,792]
[20160616,809]
[20160615,808]
[20160614,818]
[20160613,821]
[20160608,819]
[20160607,819]
[20160606,809]
[20160603,811]
[20160602,825]
[20160601,822]
[20160531,811]
[20160530,790]
[20160527,773]
[20160526,759]
[20160525,752]
[20160524,753]
[20160523,779]
[20160520,775]
[20160519,765]
[20160518,781]
[20160517,779]
[20160516,775]
[20160513,776]
[20160512,770]
[20160511,760]
[20160510,750]
[20160509,764]
[20160506,765]
[20160505,771]
[20160504,769]
[20160503,773]
[20160429,795]
[20160428,798]
[20160427,810]
[20160426,825]
[20160425,832]
[20160422,844]
[20160421,839]
[20160420,814]
[20160419,808]
[20160418,800]
[20160415,805]
[20160414,793]
[20160413,799]
[20160412,790]
[20160411,777]
[20160408,776]
[20160407,769]
[20160406,754]
[20160405,751]
[20160401,752]
[20160331,751]
[20160330,747]
[20160329,742]
[20160328,747]
[20160325,743]
[20160324,754]
[20160323,755]
[20160322,755]
[20160321,768]
[20160318,770]
[20160317,763]
[20160316,764]
[20160315,773]
[20160314,787]
[20160311,775]
[20160310,795]
[20160309,794]
[20160308,797]
[20160307,766]
[20160304,748]
[20160303,753]
[20160302,751]
[20160301,748]
[20160229,744]
[20160226,739]
[20160225,740]
[20160224,728]
[20160223,731]
[20160222,732]
[20160219,720]
[20160218,714]
[20160217,706]
[20160216,702]
[20160215,700]
[20160205,699]
[20160204,693]
[20160203,687]
[20160202,686]
[20160201,688]
[20160129,689]
[20160128,696]
[20160127,693]
[20160126,694]
[20160125,701]
[20160122,699]
[20160121,691]
[20160120,695]
[20160119,689]
[20160118,684]
[20160115,676]
[20160114,670]
[20160113,671]
[20160112,673]
[20160111,682]
[20160108,679]
[20160107,668]
[20160106,669]
[20160105,666]
[20160104,673]
[20151231,674]
[20151230,672]
[20151229,668]
[20151228,667]
[20151225,675]
[20151224,671]
[20151223,673]
[20151222,677]
[20151221,675]
[20151218,669]
[20151217,673]
[20151216,669]
[20151215,671]
[20151214,664]
[20151211,660]
[20151210,660]
[20151209,656]
[20151208,661]
[20151207,656]
[20151204,662]
[20151203,663]
[20151202,662]
[20151201,649]
[20151130,649]
[20151127,646]
[20151126,653]
[20151125,650]
[20151124,635]
[20151123,626]
[20151120,622]
[20151119,628]
[20151118,631]
[20151117,634]
[20151116,639]
[20151113,639]
[20151112,639]
[20151111,635]
[20151110,631]
[20151109,634]
[20151106,632]
[20151105,643]
[20151104,646]
[20151103,634]
[20151102,636]
[20151030,636]
[20151029,631]
[20151028,636]
[20151027,631]
[20151026,632]
[20151023,628]
[20151022,629]
[20151021,616]
[20151020,609]
[20151019,604]
[20151016,596]
[20151015,593]
[20151014,597]
[20151013,597]
[20151012,608]
[20151009,606]
[20151008,597]
[20150930,592]
[20150929,594]
